gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharge,NumServices,HasFamily,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_13-24m,TenureGroup_25-48m,TenureGroup_49-72m
0,0,0,0,-0.4223169455581282,1,1,-0.4972659129686364,-0.5445358232939621,0,-0.4415337704061578,-0.49566128659004244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1.6137012404433893,1,0,-1.5109620830699715,-0.38317150793352395,0,-1.3011895401601334,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,-0.9924020376385531,1,0,-1.4993295040688086,-0.9324719613566642,0,-1.3182223873583654,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0.7992939660427822,1,1,0.5529897911363537,0.9137652238486006,0,0.7562979942360749,1.6664484876287537,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0,0,0,0,1.4508197855632678,0,0,-0.8595376590048512,0.19231342154331962,0,-0.6448019710985822,-0.06323933174628321,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,1.5729808767233588,1,0,0.7706851981581158,1.8009490974188131,0,0.9610748016586389,2.098870442472513,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-1.4926823160681442,-0.9845982603582658,0,-1.372663148201213,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0.06632741908223598,1,1,1.0498670941860242,0.40013477697882044,0,1.0509521279832232,0.8016045779412352,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0.10704778280226633,0,0,-1.3497677740538576,-0.6488987181634402,0,-1.1966865751088642,-1.360505196277561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,1.1657772395230555,1,0,-1.517609271070636,-0.5027333109757078,0,-1.3317488812866292,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-0.6900343649879066,-0.9879512850930281,0,-1.2153493777389375,-0.9280832414338016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.2774445836787656,1,1,-0.48729513096763954,-0.9852600415559163,1,-1.115389586091033,-0.49566128659004244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0.8400143297628127,1,0,-0.1383177609327537,0.4472315388782785,0,0.06464576849925559,-0.06323933174628321,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
0,0,1,0,1.6137012404433893,1,0,-1.2999138640488739,-0.1748427869131578,0,-1.0891930720885392,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,-1.2367242199587352,1,0,0.3868100911197414,-0.9403912763552147,1,-0.27802149540121085,-0.49566128659004244,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.1960038562387048,1,1,1.1279715531938321,-0.8778088344307358,1,0.46962858557184434,0.8016045779412352,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,0,0,-0.7888002190384014,1,1,1.1977670272008092,-0.430246210459727,1,1.1258634472509732,0.8016045779412352,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,1,1,0,0.35136996512244845,0,1,-0.35933676195484804,-0.029956823374216148,0,-0.2076360683392205,0.369182623097476,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,1,0,-0.3408762181180675,1,0,-1.4744025490663168,-0.7943582254070123,0,-1.303445089197812,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,-0.1779947632379461,1,1,0.8421424691652587,0.13926062886500742,1,1.0007744598185315,-0.06323933174628321,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,0,0,0,-0.9924020376385531,0,0,-1.1769408860365806,-0.9118685067364798,0,-1.1481632882706738,-0.9280832414338016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,1,-1.4727407520661506,-0.9983412498961405,0,-1.6012597209042077,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0.880734693482843,1,1,1.0083221691818711,1.2271847990558606,0,1.081699819482668,0.8016045779412352,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.35136996512244845,1,1,-1.3132082400502028,-0.5677422839582383,0,-1.158814741479057,-0.9280832414338016,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.5444780367182193,1,0,-0.6601220189849164,-0.6369204784859669,0,-0.5604488739342653,-0.9280832414338016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,1.6137012404433893,1,0,0.9268941161737314,1.9631516689629418,0,1.0864420068503542,2.098870442472513,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.2064976032430856,0,1,-0.7000051469889033,0.14779760631469857,0,-0.5742853587552652,0.369182623097476,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,1,0.9621754209229036,1,1,0.2605135191071156,0.7946004895250071,0,0.4120374286495942,0.8016045779412352,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
1,0,0,0,-0.7073594915983407,1,0,-0.43910301796282214,-0.6696345290231548,1,-0.3683540120338458,-0.49566128659004244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,-0.9109613101984924,1,1,0.4815325201292102,-0.6572592206270912,1,0.42795384382296037,-0.49566128659004244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,-0.015113308357824713,1,0,-1.5225946620711341,-0.7364964893591067,0,-1.326630993776172,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,0,0,-0.46303730927815856,1,0,-1.4710789550659844,-0.8296311632417821,0,-1.3362396473697487,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,1,1,1.2064976032430856,1,0,-1.4893587220678117,-0.45817337700057653,0,-1.288804088020926,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,-1.2367242199587352,0,0,-1.3381351950526947,-0.9868924351767873,0,-1.4294708986459237,-1.360505196277561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,-0.21871512695797646,1,0,-1.4677553610656522,-0.7506586069888267,0,-1.2553215895044636,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,0,0,-1.1145631287986442,1,1,1.0000131841810405,-0.8031819747090185,1,0.5915740690985914,0.369182623097476,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,-0.30015585439803716,0,0,-0.12336158793125872,-0.32784659980994507,0,0.00509287035060926,0.8016045779412352,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
0,0,0,0,-1.2367242199587352,1,1,0.6959043331506402,-0.932449901983409,1,-0.08137928232336615,-0.06323933174628321,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0.6771328748826912,1,1,1.392197276220246,1.2727374048274676,0,1.4511845790009965,1.2340265327849944,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,1.247217966963116,1,0,1.4453747802255617,1.9839315985691663,0,1.535644457874317,1.6664484876287537,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,0,0,1,-1.1552834925186746,1,0,-1.4744025490663168,-0.9656713181054625,0,-1.3169478544958237,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,-1.2774445836787656,1,1,-0.31446824295036285,-0.9829658667373945,0,-1.030177960423967,-0.49566128659004244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.8702409464784621,1,0,-1.479387940066815,-0.9155965408165774,0,-1.3682933212439279,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0.7992939660427822,1,1,0.2721460981082788,0.6822741609104683,0,0.43183834265763144,-0.49566128659004244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,1.125056875803025,1,0,0.8205391081630994,1.3285476191626568,0,0.9082790687405408,0.369182623097476,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1.2879383306831464,1,1,1.325725396213601,2.0323298634906704,0,1.537540763190336,1.2340265327849944,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
0,0,1,1,0.43281069256250915,1,0,0.3469269631157543,0.42841489349175027,0,0.48765412177064665,0.8016045779412352,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.1657772395230555,1,0,1.2093996062019723,1.8091331248964235,0,1.4382104218026555,0.8016045779412352,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,-0.6767399889865777,-0.9877748101069879,1,-1.2087946373030092,-0.9280832414338016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,-1.1145631287986442,1,1,0.8222009051632655,-0.7966082814790238,1,0.6729620961780324,-0.06323933174628321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,1.369379058123207,1,0,0.13255515009432434,0.9548397768494395,0,0.23919154936958317,1.2340265327849944,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,1.4100994218432374,1,1,1.5384354122348645,2.2225919578151787,0,1.5921278852245417,1.6664484876287537,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,0.3920903288424788,1,1,1.1379423351948288,0.8169466346323377,0,1.2152398373976783,0.8016045779412352,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
1,1,1,0,-1.2774445836787656,1,1,0.7075369121518029,-0.96939935218556,1,-0.52628228941199,-0.06323933174628321,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,-0.055833672077855064,1,0,-1.4544609850643233,-0.6995470391569558,0,-1.2218017003555541,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,0,0,-1.0331224013585834,1,1,-1.5076384890696393,-0.9329572675682745,0,-1.2454602166164825,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.1552834925186746,0,1,-0.6717545979860794,-0.9304645583904577,1,-0.7938795677087569,-0.49566128659004244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0.06632741908223598,1,0,0.4133988431223993,0.2075785078357905,0,0.6422640618031026,0.8016045779412352,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,0,0,0,-1.1960038562387048,1,1,-1.505976692069473,-0.9768113015992452,0,-1.3689761067060036,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,-0.5444780367182193,0,1,-1.3265026160515319,-0.8155352237318272,0,-1.223870540305644,-1.360505196277561,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,1,1,-0.055833672077855064,0,0,-0.9758634490164798,-0.5319840399118583,1,-0.8328188226109425,-0.49566128659004244,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,1.0266019361836989,-0.9651639525205971,1,-0.368968518949714,0.369182623097476,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-1.1960038562387048,0,0,-0.7781096059967111,-0.9600461779254336,0,-1.057625935999416,-0.06323933174628321,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0.5549717837226001,1,0,-1.5009913010689746,-0.6318247632640583,0,-1.34281815983337,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,-1.4561227820644893,-0.9981206561635902,1,-1.5930662953592973,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,1.4915401492832983,1,0,0.6543594081464871,1.5729654748282282,0,0.8019188109924954,0.369182623097476,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.1145631287986442,1,0,-1.479387940066815,-0.9589211498894277,0,-1.3366120758036084,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,0,-1.4993295040688086,-0.9986941998682206,0,-1.6143692017760638,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.2594354906780068,1,1,-1.4660935640654862,-0.7446363980902074,0,-1.2135286165067352,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.9109613101984924,0,1,-0.9991286070188055,-0.8618599075673596,1,-0.9537556457959863,-0.9280832414338016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,-0.30015585439803716,1,0,1.1479131171958254,0.10156115997218605,0,1.2319638061753928,0.8016045779412352,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.2879383306831464,1,0,0.5413572121351905,1.2582885153454324,0,0.6529281202815551,-0.06323933174628321,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,-0.0965540357978854,1,0,0.09433381909050333,-0.12490036586380276,0,0.17827301623533656,1.2340265327849944,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,-0.7888002190384014,1,1,0.179085466098976,-0.5962871129502284,0,0.24483610330041555,-0.9280832414338016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1.2879383306831464,1,1,1.6697173752479884,2.255725136444212,0,1.7928479031697375,2.098870442472513,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
0,0,0,1,0.5549717837226001,1,1,0.6659919871476498,0.7392314626549182,0,0.8241860014126021,0.369182623097476,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,0,-1.4976677070686424,-0.8922577239127709,0,-1.2786278334857821,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.7073594915983407,1,0,-1.4960059100684764,-0.8761985001831197,1,-1.3273944720655844,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,-0.62591876415828,1,1,0.9235705221733989,-0.33892040518396294,1,0.8222645172186182,0.369182623097476,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,1,-0.7888002190384014,1,1,-0.05356611392428149,-0.6470016120635089,0,-0.024259401381706576,0.369182623097476,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,1.4100994218432374,1,0,0.3070438351117673,1.1405135215369047,0,0.41003346388783596,1.2340265327849944,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,0,1,0,-0.3408762181180675,0,0,-1.1852498710374113,-0.7038265575684288,0,-1.0344385417073203,-0.9280832414338016,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.0738427650786138,1,0,-0.4889569279678058,-0.8801471279957676,0,-0.586328393762546,-0.49566128659004244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0.8400143297628127,1,1,-0.15659752793458118,0.4175175631037727,1,0.023769678836314787,0.369182623097476,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,1,1,0,-0.6666391278783103,1,1,0.3170146171127639,-0.4875344028030021,1,0.33513591508318635,-0.49566128659004244,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.9109613101984924,1,0,-1.4876969250676457,-0.9255673775278442,0,-1.3839849725905435,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.7888002190384014,1,1,0.32864719611392706,-0.5810661454042677,0,0.3255998693859587,-0.49566128659004244,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,0,0,0,-0.9516816739185228,1,1,0.684271754149477,-0.6726787225323471,1,0.5498422216565153,-0.06323933174628321,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.30015585439803716,1,0,0.3170146171127639,-0.185078336103485,1,0.41299940978644595,1.2340265327849944,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1,1,0,0,-1.0331224013585834,0,1,-0.6767399889865777,-0.8900959053337795,0,-0.8474645707724695,-0.06323933174628321,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0.22920887396235737,1,1,0.6859335511496436,0.4472315388782785,0,0.8342675354955208,1.6664484876287537,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.43281069256250915,1,1,0.9750862291785486,0.8047257418490593,0,1.1229797870916611,0.8016045779412352,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,1,-1.1552834925186746,1,1,1.1080299891918384,-0.8325209411381891,1,0.6612728090672941,0.8016045779412352,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,-0.30015585439803716,1,0,1.4669781412277214,0.23195411528258258,0,1.6045125630674253,1.6664484876287537,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,1,-0.21871512695797646,1,0,-0.2845558969473725,-0.31578012263945165,0,-0.10157022384475205,-0.06323933174628321,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,1,1,1.6137012404433893,1,0,-1.2849576910473786,-0.1905270012974738,0,-1.1051534160952,-0.9280832414338016,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1,1.5729808767233588,1,1,0.6875953481498096,1.6525336341590688,0,0.807948782030428,0.369182623097476,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-0.3408762181180675,1,1,0.8039211381614382,-0.09289221527077533,0,0.7808968220229827,0.369182623097476,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0.7178532386027215,1,1,1.4919050962302134,1.4417342633341408,1,1.6309181322405917,1.6664484876287537,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,1.002895784642934,1,1,0.31867641411292996,0.8973971688933794,0,0.5032075037102093,0.8016045779412352,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.7073594915983407,1,0,-0.5288400559717926,-0.6822966092715337,0,-0.42714184031857655,-0.49566128659004244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.1552834925186746,1,1,0.5097830691320341,-0.8590583671639727,0,0.26700517184621503,-0.06323933174628321,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.1779947632379461,1,0,-0.28954128794787104,-0.3355894398224555,0,-0.21558194211068835,-0.06323933174628321,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,-0.9516816739185228,1,1,0.32532360211359457,-0.7325478615464589,1,0.10510308307878985,-0.49566128659004244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0.9214550572028734,1,1,0.8321716871642622,1.180749818354053,0,0.9662086980615804,0.369182623097476,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1960038562387048,1,1,1.2027524182013078,-0.8617937294475946,1,0.7670499328520846,0.8016045779412352,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,-0.9109613101984924,1,1,1.001674981181207,-0.5446240607869822,1,1.1886016771377141,0.369182623097476,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0.9214550572028734,1,0,-1.517609271070636,-0.5655142872594818,0,-1.350248276889066,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,1,1,-0.5037576729981889,1,0,-1.4760643460664828,-0.8120939615040448,0,-1.2456260359429865,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,1.2064976032430856,1,1,1.3722557122182522,1.9501366387424826,0,1.5509071514712192,1.2340265327849944,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
1,1,1,0,-0.015113308357824713,1,1,1.3340343812144315,0.47129831509950043,1,1.392195887647604,1.2340265327849944,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0.43281069256250915,1,1,-1.4993295040688086,-0.6635682013780255,0,-1.3559411115209192,-1.360505196277561,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.9516816739185228,0,0,-1.3514295710540236,-0.8927430301243813,1,-1.0849100430639669,-1.360505196277561,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1.125056875803025,1,0,-0.16324471593524553,0.5294909417462311,0,-0.06480438540136771,0.369182623097476,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,0,1.0436161483629645,1,1,0.7091987091519689,1.1502637645156215,0,0.7802357931146138,1.6664484876287537,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,-1.0331224013585834,1,0,-1.505976692069473,-0.9470311477049744,0,-1.3761453540578,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,-1.2367242199587352,1,0,1.074794049188516,-0.9261188618592197,0,0.07538825976924889,0.369182623097476,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,1,0,0,0.18848851024232702,0,0,-0.9343185240123267,-0.4272020169505348,0,-0.8022282371060968,-0.49566128659004244,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,1,1.3286586944031769,1,1,1.300798441211109,1.9781961615228625,0,1.4239764473369525,1.2340265327849944,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,0,1,1,0.26992923768238775,1,0,-1.4960059100684764,-0.6729654943846621,0,-1.3153501365145661,-1.360505196277561,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,1,0,1.369379058123207,1,1,1.3057838322116073,2.03241810098369,1,1.433939741737697,1.2340265327849944,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
1,0,0,0,1.4508197855632678,1,0,-1.3364733980525287,-0.27613942890018883,0,-1.149136999712243,-0.9280832414338016,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
